Type,Country Code,Series Code,Time Code,Description
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1980 (YR1980),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1981 (YR1981),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1982 (YR1982),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1983 (YR1983),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1984 (YR1984),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1985 (YR1985),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1986 (YR1986),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1987 (YR1987),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1988 (YR1988),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1989 (YR1989),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1990 (YR1990),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1991 (YR1991),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1999 (YR1999),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2001 (YR2001),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2009 (YR2009),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nepal (NPL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2010 (YR2010),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1970 (YR1970),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1971 (YR1971),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1972 (YR1972),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1973 (YR1973),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1974 (YR1974),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1975 (YR1975),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1976 (YR1976),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1980 (YR1980),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1981 (YR1981),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1982 (YR1982),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1984 (YR1984),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1985 (YR1985),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1986 (YR1986),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1987 (YR1987),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1988 (YR1988),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1989 (YR1989),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1990 (YR1990),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1991 (YR1991),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2000 (YR2000),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2001 (YR2001),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2002 (YR2002),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2003 (YR2003),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2004 (YR2004),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2005 (YR2005),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2006 (YR2006),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2007 (YR2007),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2008 (YR2008),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2009 (YR2009),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2010 (YR2010),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2011 (YR2011),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2012 (YR2012),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2013 (YR2013),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2014 (YR2014),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2015 (YR2015),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2016 (YR2016),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2017 (YR2017),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),Current account balance (current US$) (BN.CAB.XOKA.CD),2018 (YR2018),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Nicaragua (NIC),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2019 (YR2019),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Niger (NER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1970 (YR1970),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Niger (NER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1971 (YR1971),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Niger (NER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1972 (YR1972),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Niger (NER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1973 (YR1973),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Niger (NER),Current account balance (current US$) (BN.CAB.XOKA.CD),2019 (YR2019),Gap-filled with countries' balance of payments statistics.
FootNote,Niger (NER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2019 (YR2019),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nigeria (NGA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1970 (YR1970),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nigeria (NGA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1971 (YR1971),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nigeria (NGA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1972 (YR1972),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nigeria (NGA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1973 (YR1973),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nigeria (NGA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1974 (YR1974),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nigeria (NGA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1975 (YR1975),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nigeria (NGA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1976 (YR1976),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nigeria (NGA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2000 (YR2000),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nigeria (NGA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2001 (YR2001),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Nigeria (NGA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2002 (YR2002),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,North Macedonia (MKD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1994 (YR1994),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,North Macedonia (MKD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1995 (YR1995),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Pakistan (PAK),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1970 (YR1970),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Pakistan (PAK),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1971 (YR1971),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Pakistan (PAK),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1972 (YR1972),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Pakistan (PAK),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1973 (YR1973),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Pakistan (PAK),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1974 (YR1974),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Pakistan (PAK),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1975 (YR1975),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Papua New Guinea (PNG),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1970 (YR1970),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Papua New Guinea (PNG),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1971 (YR1971),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Papua New Guinea (PNG),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1972 (YR1972),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Papua New Guinea (PNG),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1973 (YR1973),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Papua New Guinea (PNG),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1974 (YR1974),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Papua New Guinea (PNG),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1975 (YR1975),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Papua New Guinea (PNG),"Imports of goods, services and primary income (current US$) (BM.GSR.TOTL.CD)",2019 (YR2019),Gap-filled with countries' balance of payments statistics.
FootNote,Papua New Guinea (PNG),Current account balance (current US$) (BN.CAB.XOKA.CD),2019 (YR2019),Gap-filled with countries' balance of payments statistics.
FootNote,Papua New Guinea (PNG),"Exports of goods, services and primary income (current US$) (BX.GSR.TOTL.CD)",2019 (YR2019),Gap-filled with countries' balance of payments statistics.
FootNote,Papua New Guinea (PNG),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2019 (YR2019),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Paraguay (PRY),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1970 (YR1970),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Paraguay (PRY),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1971 (YR1971),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Paraguay (PRY),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1972 (YR1972),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Paraguay (PRY),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1973 (YR1973),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Paraguay (PRY),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1974 (YR1974),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Peru (PER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1970 (YR1970),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Peru (PER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1971 (YR1971),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Peru (PER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1972 (YR1972),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Peru (PER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1973 (YR1973),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Peru (PER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1974 (YR1974),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Peru (PER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1975 (YR1975),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Peru (PER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1976 (YR1976),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Peru (PER),"Imports of goods, services and primary income (current US$) (BM.GSR.TOTL.CD)",2019 (YR2019),Gap-filled with countries' balance of payments statistics.
FootNote,Peru (PER),Current account balance (current US$) (BN.CAB.XOKA.CD),2019 (YR2019),Gap-filled with countries' balance of payments statistics.
FootNote,Peru (PER),"Exports of goods, services and primary income (current US$) (BX.GSR.TOTL.CD)",2019 (YR2019),Gap-filled with countries' balance of payments statistics.
FootNote,Peru (PER),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2019 (YR2019),Gap-filled with countries' balance of payments statistics.
FootNote,Philippines (PHL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1970 (YR1970),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Philippines (PHL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1971 (YR1971),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Philippines (PHL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1972 (YR1972),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Philippines (PHL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1973 (YR1973),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Philippines (PHL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1974 (YR1974),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Philippines (PHL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1975 (YR1975),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Philippines (PHL),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1976 (YR1976),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Russian Federation (RUS),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1992 (YR1992),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Russian Federation (RUS),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1993 (YR1993),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Russian Federation (RUS),GNI (current US$) (NY.GNP.MKTP.CD),2014 (YR2014),"Based on data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
FootNote,Russian Federation (RUS),GNI (current US$) (NY.GNP.MKTP.CD),2015 (YR2015),"Based on data from official statistics of Ukraine and Russian Federation; by relying on these data, the World Bank does not intend to make any judgment on the legal or other status of the territories concerned or to prejudice the final determination of the parties' claims."
FootNote,Rwanda (RWA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1970 (YR1970),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Rwanda (RWA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1971 (YR1971),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Rwanda (RWA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1972 (YR1972),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Rwanda (RWA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1973 (YR1973),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Rwanda (RWA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1974 (YR1974),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Rwanda (RWA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1975 (YR1975),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Rwanda (RWA),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1994 (YR1994),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Rwanda (RWA),"Imports of goods, services and primary income (current US$) (BM.GSR.TOTL.CD)",2019 (YR2019),Gap-filled with countries' balance of payments statistics.
FootNote,Rwanda (RWA),Current account balance (current US$) (BN.CAB.XOKA.CD),2000 (YR2000),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),Current account balance (current US$) (BN.CAB.XOKA.CD),2001 (YR2001),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),Current account balance (current US$) (BN.CAB.XOKA.CD),2002 (YR2002),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),Current account balance (current US$) (BN.CAB.XOKA.CD),2003 (YR2003),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),Current account balance (current US$) (BN.CAB.XOKA.CD),2004 (YR2004),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),Current account balance (current US$) (BN.CAB.XOKA.CD),2005 (YR2005),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),Current account balance (current US$) (BN.CAB.XOKA.CD),2006 (YR2006),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),Current account balance (current US$) (BN.CAB.XOKA.CD),2007 (YR2007),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),Current account balance (current US$) (BN.CAB.XOKA.CD),2008 (YR2008),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),Current account balance (current US$) (BN.CAB.XOKA.CD),2009 (YR2009),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),Current account balance (current US$) (BN.CAB.XOKA.CD),2019 (YR2019),Gap-filled with countries' balance of payments statistics.
FootNote,Rwanda (RWA),"Exports of goods, services and primary income (current US$) (BX.GSR.TOTL.CD)",2000 (YR2000),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),"Exports of goods, services and primary income (current US$) (BX.GSR.TOTL.CD)",2001 (YR2001),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),"Exports of goods, services and primary income (current US$) (BX.GSR.TOTL.CD)",2002 (YR2002),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),"Exports of goods, services and primary income (current US$) (BX.GSR.TOTL.CD)",2003 (YR2003),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),"Exports of goods, services and primary income (current US$) (BX.GSR.TOTL.CD)",2004 (YR2004),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),"Exports of goods, services and primary income (current US$) (BX.GSR.TOTL.CD)",2005 (YR2005),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),"Exports of goods, services and primary income (current US$) (BX.GSR.TOTL.CD)",2006 (YR2006),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Rwanda (RWA),"Exports of goods, services and primary income (current US$) (BX.GSR.TOTL.CD)",2007 (YR2007),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
